X	Y	Ex	Ey
 -0.250000000000E-01  0.370000000000E-01   778.477817497      -1441795.22121    
 -0.250000000000E-01  0.380000000000E-01   239.596497187      -1441787.19621    
 -0.250000000000E-01  0.390000000000E-01 -0.816136868500E-02 -0.716578963557E-01
 -0.250000000000E-01  0.400000000000E-01  0.953977438893E-02 -0.756650378069E-01
 -0.250000000000E-01  0.410000000000E-01  0.162751368927E-01 -0.564547840964E-01
 -0.250000000000E-01  0.420000000000E-01  0.175990229006E-01 -0.299185466075E-01
 -0.250000000000E-01  0.430000000000E-01  0.126601229517E-01 -0.157022866563E-01
 -0.250000000000E-01  0.440000000000E-01  0.521785207827E-02 -0.612113609810E-03
 -0.250000000000E-01  0.450000000000E-01  0.822825789043E-03  0.706181012382E-02
 -0.250000000000E-01  0.460000000000E-01 -0.921162139763E-03  0.828375375688E-02
 -0.250000000000E-01  0.470000000000E-01 -0.506654932693E-02  0.175330068539E-01
