X	Y	Ex	Ey
 -0.250000000000E-01 -0.300000000000E-02   3466.64664465      -1429724.74222    
 -0.250000000000E-01 -0.200000000000E-02   2326.46100172      -1429519.41717    
 -0.250000000000E-01 -0.100000000000E-02   1154.24711658      -1429397.88479    
 -0.250000000000E-01   0.00000000000      -4.17824706057      -1429316.23419    
 -0.250000000000E-01  0.100000000000E-02  -1172.73404680      -1429385.96208    
 -0.250000000000E-01  0.200000000000E-02  -2292.05380884      -1429546.65669    
 -0.250000000000E-01  0.300000000000E-02  -3404.20762195      -1429824.24374    
 -0.250000000000E-01  0.400000000000E-02  -4532.04367137      -1430122.92932    
 -0.250000000000E-01  0.500000000000E-02  -5605.27744673      -1430622.92204    
 -0.250000000000E-01  0.600000000000E-02  -6636.19274318      -1431113.51389    
 -0.250000000000E-01  0.700000000000E-02  -7533.59010229      -1431784.60300    
 -0.250000000000E-01  0.800000000000E-02  -8494.28652585      -1432526.40773    
 -0.250000000000E-01  0.900000000000E-02  -9398.40396909      -1433246.68482    
 -0.250000000000E-01  0.100000000000E-01  -10111.1486548      -1434251.37084    
 -0.250000000000E-01  0.110000000000E-01  -10800.3564786      -1435104.24083    
 -0.250000000000E-01  0.120000000000E-01  -11441.8796701      -1436121.01313    
 -0.250000000000E-01  0.130000000000E-01  -11912.3568968      -1437228.92211    
 -0.250000000000E-01  0.140000000000E-01  -12187.6743508      -1438280.30968    
 -0.250000000000E-01  0.150000000000E-01  -12529.0789158      -1439486.17823    
 -0.250000000000E-01  0.160000000000E-01  -12823.2036653      -1440602.84463    
 -0.250000000000E-01  0.170000000000E-01  -13126.1525031      -1441768.26843    
 -0.250000000000E-01  0.180000000000E-01  -13212.8979349      -1443221.84973    
 -0.250000000000E-01  0.190000000000E-01  -13122.6475797      -1444561.24882    
 -0.250000000000E-01  0.200000000000E-01  -12912.1644619      -1445461.45550    
 -0.250000000000E-01  0.210000000000E-01  -12650.4715287      -1446430.53355    
